L1_x0,L1_y0,L1_z0,L1_x1,L1_y1,L1_z1,L1_x2,L1_y2,L1_z2,L1_x3,L1_y3,L1_z3,L1_x4,L1_y4,L1_z4,L1_x5,L1_y5,L1_z5,L1_x6,L1_y6,L1_z6,L1_x7,L1_y7,L1_z7,L1_x8,L1_y8,L1_z8,L1_x9,L1_y9,L1_z9,L1_x10,L1_y10,L1_z10,L1_x11,L1_y11,L1_z11,L1_x12,L1_y12,L1_z12,L1_x13,L1_y13,L1_z13,L1_x14,L1_y14,L1_z14,L1_x15,L1_y15,L1_z15,L1_x16,L1_y16,L1_z16,L1_x17,L1_y17,L1_z17,L1_x18,L1_y18,L1_z18,L1_x19,L1_y19,L1_z19,L1_x20,L1_y20,L1_z20,L2_x0,L2_y0,L2_z0,L2_x1,L2_y1,L2_z1,L2_x2,L2_y2,L2_z2,L2_x3,L2_y3,L2_z3,L2_x4,L2_y4,L2_z4,L2_x5,L2_y5,L2_z5,L2_x6,L2_y6,L2_z6,L2_x7,L2_y7,L2_z7,L2_x8,L2_y8,L2_z8,L2_x9,L2_y9,L2_z9,L2_x10,L2_y10,L2_z10,L2_x11,L2_y11,L2_z11,L2_x12,L2_y12,L2_z12,L2_x13,L2_y13,L2_z13,L2_x14,L2_y14,L2_z14,L2_x15,L2_y15,L2_z15,L2_x16,L2_y16,L2_z16,L2_x17,L2_y17,L2_z17,L2_x18,L2_y18,L2_z18,L2_x19,L2_y19,L2_z19,L2_x20,L2_y20,L2_z20,label
0.18444380164146423,0.8487481474876404,1.1819575718163833e-07,0.22422361373901367,0.84721839427948,-0.013912207446992397,0.27082204818725586,0.8684314489364624,-0.026971006765961647,0.30546438694000244,0.8915504813194275,-0.03868212550878525,0.3318544328212738,0.914386510848999,-0.051475293934345245,0.2651754915714264,0.8903611898422241,-0.042819369584321976,0.3038426339626312,0.9164333343505859,-0.06875533610582352,0.3310520052909851,0.9256033301353455,-0.08514965325593948,0.35353684425354004,0.9299889802932739,-0.09641818702220917,0.25114017724990845,0.9030436277389526,-0.048835743218660355,0.28661030530929565,0.9371387958526611,-0.0768682062625885,0.31328198313713074,0.9401938319206238,-0.09012991189956665,0.3364121913909912,0.9353865385055542,-0.09872910380363464,0.23047122359275818,0.9131300449371338,-0.055299222469329834,0.2656920850276947,0.9473298788070679,-0.081395722925663,0.2906462252140045,0.9441826343536377,-0.09070014953613281,0.3127172887325287,0.9312072396278381,-0.09573647379875183,0.2044006735086441,0.9204869270324707,-0.06212548166513443,0.22982531785964966,0.9432042837142944,-0.08625408262014389,0.25014305114746094,0.9407158493995667,-0.09538527578115463,0.26861411333084106,0.928985059261322,-0.10035354644060135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,what
0.1927078366279602,0.8468889594078064,1.0990947885147762e-07,0.23406058549880981,0.8523918390274048,-0.014374594204127789,0.27984750270843506,0.8791856169700623,-0.023675618693232536,0.3167707324028015,0.9036580920219421,-0.031569842249155045,0.3458109498023987,0.9238172173500061,-0.04020145907998085,0.27203789353370667,0.8971631526947021,-0.03178608790040016,0.30819615721702576,0.9191572070121765,-0.054015181958675385,0.3368750512599945,0.9274551272392273,-0.06911876797676086,0.3622971177101135,0.9322643280029297,-0.07950307428836823,0.2595939636230469,0.9044917225837708,-0.03486974909901619,0.29376134276390076,0.932110607624054,-0.05752662196755409,0.3222094178199768,0.9392116665840149,-0.06994248181581497,0.34854763746261597,0.9406742453575134,-0.07822620868682861,0.24048538506031036,0.9112994074821472,-0.038876961916685104,0.27153366804122925,0.9376983046531677,-0.06026611477136612,0.2955968677997589,0.9420171976089478,-0.06787867844104767,0.3189169466495514,0.9397633075714111,-0.07174922525882721,0.21568623185157776,0.9166991710662842,-0.043695658445358276,0.2397603690624237,0.9339945912361145,-0.06298939883708954,0.2594028115272522,0.9374774098396301,-0.06996793299913406,0.27794742584228516,0.9361185431480408,-0.07358138263225555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,what
0.7088510990142822,0.873319149017334,1.3644684315750055e-07,0.7286855578422546,0.848983108997345,-0.030523555353283882,0.7435755133628845,0.8370356559753418,-0.05797598138451576,0.7698220610618591,0.8178468346595764,-0.08365142345428467,0.7994214296340942,0.8001116514205933,-0.11108464747667313,0.70660001039505,0.8782368302345276,-0.05620325356721878,0.6902878284454346,0.8951675295829773,-0.08093596249818802,0.6726359128952026,0.9028940200805664,-0.09894915670156479,0.6562202572822571,0.9059903025627136,-0.11143842339515686,0.677390456199646,0.8867676258087158,-0.05298576131463051,0.6546406745910645,0.9007869362831116,-0.07006677985191345,0.6420111656188965,0.9059633612632751,-0.07866296172142029,0.6310484409332275,0.9073469042778015,-0.0872088074684143,0.652581512928009,0.892610490322113,-0.0509975366294384,0.6274862885475159,0.9072747826576233,-0.06385357677936554,0.6132652163505554,0.915473222732544,-0.06638447940349579,0.6009714007377625,0.9204121232032776,-0.06924821436405182,0.6334568858146667,0.8968040943145752,-0.052013516426086426,0.6094759702682495,0.9107202887535095,-0.056970786303281784,0.5926089286804199,0.9170565009117126,-0.054469797760248184,0.5789391398429871,0.91871577501297,-0.054487571120262146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,what
0.7022571563720703,0.8638453483581543,5.309919970386545e-07,0.7268760800361633,0.8271375298500061,-0.05437178164720535,0.7414721250534058,0.8054964542388916,-0.09270890057086945,0.7596827149391174,0.7840913534164429,-0.12387508153915405,0.7799856662750244,0.7562549114227295,-0.15507858991622925,0.6875338554382324,0.8588382601737976,-0.0880131721496582,0.6541358828544617,0.8774181008338928,-0.12193547189235687,0.6233879923820496,0.8839170932769775,-0.14354515075683594,0.593502938747406,0.8884835839271545,-0.15837344527244568,0.6577896475791931,0.8732557892799377,-0.07553257793188095,0.6182466149330139,0.8916763067245483,-0.10318758338689804,0.5830097794532776,0.8961218595504761,-0.11748607456684113,0.5482369661331177,0.9013985991477966,-0.12914608418941498,0.636694610118866,0.8781321048736572,-0.06530367583036423,0.6004178524017334,0.8917093276977539,-0.08775471895933151,0.5702648162841797,0.8944575190544128,-0.0984751358628273,0.5412821769714355,0.8967711925506592,-0.10625950992107391,0.6222375631332397,0.8773559331893921,-0.059494685381650925,0.5935478210449219,0.8860751390457153,-0.07333602756261826,0.5701875686645508,0.888911783695221,-0.07880010455846786,0.546440601348877,0.8884866833686829,-0.08404795825481415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,what
0.7282612919807434,0.8860445618629456,4.4288492517807754e-07,0.7477232813835144,0.8500668406486511,-0.05211399868130684,0.756172776222229,0.8258399367332458,-0.08641349524259567,0.7754946947097778,0.8010727167129517,-0.11362835764884949,0.804340660572052,0.7809366583824158,-0.14062167704105377,0.7043727040290833,0.8770267963409424,-0.07908059656620026,0.6702944040298462,0.8861709237098694,-0.1083315834403038,0.6396600008010864,0.8937401175498962,-0.12774251401424408,0.6111057996749878,0.8990983366966248,-0.1415465921163559,0.6758754253387451,0.8949466347694397,-0.06567715853452682,0.6354675889015198,0.906249463558197,-0.08824979513883591,0.6040316224098206,0.9082715511322021,-0.09948465973138809,0.5751951932907104,0.9091583490371704,-0.10923848301172256,0.656171977519989,0.904639720916748,-0.05466296151280403,0.6208701729774475,0.9147430658340454,-0.07224110513925552,0.5947484374046326,0.9162676334381104,-0.07987130433320999,0.5701277852058411,0.915787935256958,-0.08591208606958389,0.6438135504722595,0.9104235768318176,-0.04832214117050171,0.6169136762619019,0.9188441038131714,-0.059295445680618286,0.5967714786529541,0.9219828248023987,-0.06341755390167236,0.5775346159934998,0.9218159914016724,-0.06764433532953262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,what
0.7141693830490112,0.8909668326377869,2.1679603889879218e-07,0.7439718842506409,0.8596446514129639,-0.04674387723207474,0.7642130851745605,0.8401095271110535,-0.08269280940294266,0.7964642643928528,0.8127129673957825,-0.11311903595924377,0.8316030502319336,0.78690505027771,-0.144560307264328,0.7264986634254456,0.8863999843597412,-0.08268334716558456,0.7141544818878174,0.9070702195167542,-0.11539582163095474,0.6957506537437439,0.919877290725708,-0.1371125727891922,0.6800647377967834,0.9301396608352661,-0.15174421668052673,0.694179117679596,0.8996665477752686,-0.07326772809028625,0.6699395179748535,0.9190003275871277,-0.09876775741577148,0.6516245007514954,0.9296908378601074,-0.11077804118394852,0.6352436542510986,0.9374130964279175,-0.12170577794313431,0.6675478219985962,0.9075639247894287,-0.06553339958190918,0.6419596076011658,0.9231888651847839,-0.0846620723605156,0.6224961876869202,0.9332668781280518,-0.09311970323324203,0.6029098033905029,0.9397377967834473,-0.10071220248937607,0.6485821008682251,0.9117732048034668,-0.06173977628350258,0.627341091632843,0.9247832298278809,-0.07173041254281998,0.6113513708114624,0.9332259893417358,-0.07495298981666565,0.5957834124565125,0.9364609122276306,-0.08001715689897537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,what
0.7051973342895508,0.8881168365478516,1.4471692111328593e-07,0.7417804002761841,0.8480239510536194,-0.048113368451595306,0.7756808400154114,0.8273268938064575,-0.09249494224786758,0.814689040184021,0.7973734736442566,-0.13184523582458496,0.8541501760482788,0.7637815475463867,-0.17285174131393433,0.7357086539268494,0.8749603033065796,-0.1020294576883316,0.7341480851173401,0.8923033475875854,-0.14374464750289917,0.7318821549415588,0.8944748640060425,-0.1710294932126999,0.7345654368400574,0.8925947546958923,-0.18783888220787048,0.701817512512207,0.8937745690345764,-0.09508189558982849,0.6890389919281006,0.9161162376403809,-0.12534654140472412,0.6781641244888306,0.9216883182525635,-0.13866282999515533,0.6701329946517944,0.922286331653595,-0.15190677344799042,0.6712733507156372,0.9074859023094177,-0.08925420790910721,0.6490907073020935,0.9260348677635193,-0.11261878907680511,0.6346777677536011,0.9307991862297058,-0.1223771870136261,0.6213798522949219,0.9298245906829834,-0.13185766339302063,0.6465425491333008,0.9159417152404785,-0.08696501702070236,0.627926766872406,0.9269264936447144,-0.09816127270460129,0.6148747801780701,0.9309676289558411,-0.10060500353574753,0.6029070615768433,0.9310789704322815,-0.1063750758767128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,what
0.716232180595398,0.8432524800300598,7.951814495754661e-07,0.7366346120834351,0.8198058009147644,-0.05552269518375397,0.7549453377723694,0.7996559143066406,-0.0978204682469368,0.7746080160140991,0.7710775136947632,-0.1336507797241211,0.7902306914329529,0.7426912188529968,-0.1707376092672348,0.7002578377723694,0.8599472045898438,-0.09423255920410156,0.6509386301040649,0.8579273223876953,-0.13050226867198944,0.6138565540313721,0.8569226861000061,-0.15479712188243866,0.5797871351242065,0.8567839860916138,-0.1714627891778946,0.6763303279876709,0.8839482665061951,-0.08391289412975311,0.6220173835754395,0.8750507831573486,-0.11335045844316483,0.5806434154510498,0.8688790798187256,-0.12698683142662048,0.5440045595169067,0.8664534687995911,-0.1390586942434311,0.6600815057754517,0.8991526961326599,-0.07630427181720734,0.6079989671707153,0.8855423331260681,-0.10031981766223907,0.5741668939590454,0.8774575591087341,-0.10785643756389618,0.542322039604187,0.8712700009346008,-0.11398745328187943,0.6515759825706482,0.9064421057701111,-0.07360401004552841,0.6085332036018372,0.8900995254516602,-0.08787960559129715,0.5784240365028381,0.8821009397506714,-0.09078892320394516,0.5499002933502197,0.8769544959068298,-0.09454348683357239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,what
0.7426218390464783,0.8209835290908813,5.804540705867112e-07,0.7600811719894409,0.7880110144615173,-0.049879904836416245,0.7801786661148071,0.7704090476036072,-0.0901838093996048,0.8071399331092834,0.747730016708374,-0.12396084517240524,0.8306836485862732,0.7143829464912415,-0.1589410901069641,0.7466837167739868,0.8372560739517212,-0.09409935772418976,0.7155110836029053,0.8465210199356079,-0.12790630757808685,0.6857089996337891,0.8451282382011414,-0.14881204068660736,0.6570035219192505,0.8416475057601929,-0.1629655510187149,0.7168034911155701,0.8593906164169312,-0.0853319838643074,0.6736955642700195,0.8659282922744751,-0.1122383251786232,0.6381497979164124,0.8596009016036987,-0.12410489469766617,0.6074323654174805,0.8521928787231445,-0.13469114899635315,0.6927621364593506,0.8670974969863892,-0.07793650776147842,0.6513431072235107,0.8661217093467712,-0.1000274196267128,0.620360791683197,0.8614720702171326,-0.10921117663383484,0.5929415225982666,0.854499340057373,-0.11664470285177231,0.6724445223808289,0.8637077212333679,-0.07448267936706543,0.6390164494514465,0.8635234832763672,-0.08692897856235504,0.6146380305290222,0.8592144846916199,-0.09029966592788696,0.5919857621192932,0.855023205280304,-0.09485622495412827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,what
0.7272980213165283,0.8085298538208008,6.079893068999809e-07,0.7505271434783936,0.7811932563781738,-0.04667786881327629,0.7763457298278809,0.7599888443946838,-0.08480508625507355,0.800990641117096,0.7312220931053162,-0.11838226765394211,0.8213595747947693,0.6953716278076172,-0.15334388613700867,0.7267652750015259,0.820009171962738,-0.07615914195775986,0.6990102529525757,0.8279595375061035,-0.10624426603317261,0.6713922619819641,0.827004075050354,-0.12760679423809052,0.6437206268310547,0.8211780786514282,-0.14253325760364532,0.6995667815208435,0.837388813495636,-0.06968849152326584,0.6626102924346924,0.8476881384849548,-0.09482529014348984,0.6279844045639038,0.8405303359031677,-0.10848228633403778,0.5967586636543274,0.8268201351165771,-0.12014781683683395,0.6792139410972595,0.8453037738800049,-0.06566239148378372,0.6393293142318726,0.8515309691429138,-0.08779274672269821,0.6101765632629395,0.8415341973304749,-0.09868458658456802,0.5832162499427795,0.8255933523178101,-0.10681302845478058,0.6648530960083008,0.8447678089141846,-0.0655335783958435,0.6329237222671509,0.8456448912620544,-0.07944734394550323,0.6079660654067993,0.8389253616333008,-0.08422171324491501,0.5842946767807007,0.8295804262161255,-0.08934233337640762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,what
